id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
11302,Male,24,1,30.0,1,< 1 Year,No,2630.0,152.0,37,0
11303,Male,51,1,33.0,0,1-2 Year,Yes,43631.0,124.0,176,0
11304,Female,26,1,14.0,1,< 1 Year,No,33155.0,152.0,70,0
11305,Male,42,1,46.0,0,1-2 Year,Yes,28895.0,124.0,85,0
11306,Female,27,1,15.0,1,< 1 Year,No,37660.0,152.0,173,0
11307,Male,58,1,28.0,1,1-2 Year,No,37964.0,26.0,224,0
11308,Female,40,1,28.0,0,1-2 Year,Yes,59542.0,26.0,123,1
11309,Male,44,1,50.0,1,1-2 Year,No,26719.0,26.0,275,0
11310,Male,21,1,50.0,1,< 1 Year,No,27238.0,152.0,52,0
11311,Male,27,1,21.0,1,< 1 Year,No,28054.0,152.0,284,0
11312,Male,23,1,15.0,0,< 1 Year,No,32554.0,152.0,138,0
11313,Female,25,1,32.0,0,< 1 Year,No,17405.0,152.0,168,0
11314,Male,52,1,28.0,0,1-2 Year,Yes,55325.0,124.0,212,0
11315,Male,34,1,28.0,0,1-2 Year,Yes,50393.0,26.0,16,1
11316,Female,45,1,0.0,0,1-2 Year,No,2630.0,26.0,258,0
11317,Male,53,1,8.0,1,1-2 Year,No,2630.0,26.0,256,0
11318,Female,35,1,28.0,0,1-2 Year,No,30888.0,26.0,254,0
11319,Female,27,1,21.0,1,< 1 Year,No,29252.0,152.0,34,0
11320,Female,30,1,46.0,0,< 1 Year,Yes,28849.0,152.0,29,1
11321,Male,24,1,28.0,1,< 1 Year,No,36581.0,152.0,285,0
11322,Male,24,1,13.0,1,< 1 Year,No,2630.0,152.0,58,0
11323,Male,34,1,46.0,0,1-2 Year,Yes,2630.0,154.0,70,0
11324,Female,64,1,41.0,1,1-2 Year,No,26296.0,152.0,58,0
11325,Female,22,1,47.0,0,< 1 Year,Yes,21648.0,152.0,184,0
11326,Male,25,1,36.0,0,< 1 Year,No,27376.0,152.0,218,0
11327,Male,44,1,11.0,0,1-2 Year,Yes,23949.0,124.0,104,1
11328,Male,21,1,47.0,0,< 1 Year,No,37114.0,152.0,84,0
11329,Male,22,1,41.0,1,< 1 Year,No,37477.0,152.0,219,0
11330,Female,27,1,13.0,1,< 1 Year,No,28209.0,152.0,150,0
11331,Male,76,0,50.0,0,1-2 Year,Yes,31120.0,124.0,68,0
11332,Female,38,1,31.0,1,1-2 Year,No,2630.0,124.0,91,0
11333,Male,42,1,50.0,1,1-2 Year,No,39111.0,124.0,45,0
11334,Female,32,1,28.0,0,< 1 Year,Yes,35700.0,152.0,213,0
11335,Male,42,1,50.0,0,1-2 Year,Yes,26839.0,124.0,292,0
11336,Female,33,1,46.0,0,< 1 Year,Yes,47534.0,124.0,202,1
11337,Female,21,1,3.0,0,< 1 Year,Yes,38491.0,152.0,56,0
11338,Male,42,1,28.0,0,1-2 Year,Yes,34110.0,26.0,279,1
11339,Male,46,1,40.0,1,1-2 Year,No,31481.0,124.0,185,0
11340,Male,46,1,1.0,1,1-2 Year,No,2630.0,26.0,288,0
11341,Female,24,1,30.0,0,< 1 Year,Yes,50025.0,152.0,177,0
11342,Male,25,1,28.0,1,< 1 Year,No,30581.0,26.0,238,0
11343,Female,41,1,45.0,0,1-2 Year,Yes,32154.0,154.0,294,0
11344,Male,25,1,10.0,1,< 1 Year,No,2630.0,152.0,240,0
11345,Male,27,1,30.0,0,< 1 Year,Yes,28325.0,152.0,165,0
11346,Female,43,1,28.0,0,1-2 Year,Yes,44431.0,26.0,156,0
11347,Female,54,1,28.0,0,> 2 Years,Yes,29276.0,122.0,26,0
11348,Male,39,1,32.0,0,1-2 Year,Yes,2630.0,157.0,30,0
11349,Female,37,1,3.0,0,1-2 Year,Yes,23774.0,124.0,194,0
11350,Male,66,1,28.0,0,1-2 Year,Yes,70720.0,52.0,225,0
11351,Male,21,1,47.0,0,< 1 Year,Yes,2630.0,160.0,228,0
11352,Male,80,1,28.0,1,1-2 Year,No,36984.0,26.0,139,0
11353,Male,25,1,36.0,1,< 1 Year,Yes,2630.0,152.0,209,0
11354,Female,50,1,28.0,1,1-2 Year,No,45600.0,124.0,56,0
11355,Female,21,1,36.0,0,< 1 Year,No,33691.0,160.0,64,0
11356,Female,24,1,8.0,1,< 1 Year,No,34641.0,152.0,120,0
11357,Female,25,1,15.0,1,< 1 Year,No,48158.0,152.0,150,0
11358,Female,33,1,35.0,0,1-2 Year,Yes,2630.0,157.0,235,0
11359,Female,25,1,11.0,1,< 1 Year,No,27558.0,152.0,250,0
11360,Male,27,1,8.0,1,< 1 Year,No,28342.0,152.0,100,0
11361,Female,46,1,28.0,0,1-2 Year,Yes,34475.0,124.0,195,0
11362,Female,54,1,28.0,1,1-2 Year,No,34387.0,25.0,111,0
11363,Male,46,1,29.0,0,> 2 Years,Yes,27793.0,124.0,24,0
11364,Female,30,1,8.0,1,< 1 Year,No,48930.0,152.0,256,0
11365,Female,42,1,28.0,0,1-2 Year,Yes,36205.0,26.0,79,1
11366,Female,65,1,50.0,0,1-2 Year,Yes,38109.0,157.0,295,0
11367,Female,35,1,28.0,0,1-2 Year,Yes,2630.0,156.0,249,0
11368,Male,23,1,16.0,0,< 1 Year,Yes,20779.0,152.0,21,0
11369,Male,23,1,7.0,0,< 1 Year,Yes,43861.0,152.0,221,0
11370,Female,23,1,30.0,1,< 1 Year,No,35806.0,152.0,143,0
11371,Male,58,1,46.0,0,1-2 Year,No,27835.0,124.0,179,0
11372,Female,43,1,41.0,0,1-2 Year,Yes,40935.0,26.0,241,1
11373,Female,39,1,33.0,1,1-2 Year,No,33270.0,124.0,187,0
11374,Female,23,1,2.0,1,< 1 Year,No,2630.0,160.0,159,0
11375,Male,43,1,22.0,0,1-2 Year,Yes,2630.0,124.0,107,1
11376,Female,38,1,36.0,0,1-2 Year,Yes,32988.0,124.0,218,1
11377,Male,41,1,48.0,1,1-2 Year,No,2630.0,124.0,140,0
11378,Male,67,1,8.0,0,> 2 Years,Yes,60099.0,26.0,63,0
11379,Male,52,1,28.0,1,1-2 Year,No,38322.0,124.0,120,0
11380,Female,73,1,14.0,0,1-2 Year,Yes,2630.0,156.0,70,0
11381,Male,26,1,46.0,1,< 1 Year,No,27395.0,152.0,72,0
11382,Female,24,1,40.0,1,< 1 Year,No,22385.0,152.0,37,0
11383,Female,65,1,28.0,1,1-2 Year,No,31375.0,152.0,35,0
11384,Female,51,1,28.0,1,1-2 Year,No,39714.0,124.0,71,0
11385,Male,30,1,15.0,1,< 1 Year,No,69906.0,152.0,106,0
11386,Male,42,1,35.0,0,1-2 Year,Yes,35206.0,26.0,169,1
11387,Male,59,1,29.0,0,1-2 Year,Yes,2630.0,157.0,130,0
11388,Male,27,1,32.0,1,< 1 Year,Yes,2630.0,160.0,96,0
11389,Female,77,1,50.0,0,1-2 Year,Yes,32684.0,8.0,96,0
11390,Male,38,1,8.0,0,1-2 Year,Yes,40239.0,124.0,282,0
11391,Male,45,1,28.0,0,1-2 Year,Yes,37994.0,26.0,99,0
11392,Female,51,1,28.0,1,1-2 Year,No,29026.0,23.0,233,0
11393,Female,24,1,14.0,1,< 1 Year,No,2630.0,160.0,84,0
11394,Female,24,1,8.0,1,< 1 Year,No,54063.0,152.0,11,0
11395,Male,26,1,50.0,1,< 1 Year,Yes,34794.0,152.0,123,0
11396,Male,57,1,41.0,0,1-2 Year,Yes,43122.0,12.0,228,0
11397,Female,22,1,29.0,0,< 1 Year,Yes,2630.0,152.0,229,0
11398,Female,75,1,28.0,0,1-2 Year,Yes,46994.0,124.0,146,0
11399,Male,21,1,8.0,1,< 1 Year,No,2630.0,156.0,163,0
11400,Male,24,1,13.0,1,< 1 Year,No,26435.0,152.0,63,0
11401,Male,22,1,28.0,0,< 1 Year,Yes,35116.0,152.0,250,1
11402,Male,40,1,7.0,0,1-2 Year,Yes,31942.0,26.0,110,0
11403,Female,24,1,41.0,1,< 1 Year,No,26114.0,152.0,73,0
11404,Male,24,1,29.0,1,< 1 Year,No,52780.0,152.0,57,0
11405,Female,24,1,28.0,1,< 1 Year,No,40283.0,152.0,42,0
11406,Female,57,1,46.0,1,1-2 Year,No,38126.0,11.0,234,0
11407,Male,41,1,8.0,0,1-2 Year,Yes,35450.0,124.0,20,1
11408,Male,59,1,48.0,1,1-2 Year,Yes,2630.0,26.0,154,0
11409,Female,49,1,28.0,0,1-2 Year,Yes,47488.0,13.0,195,0
11410,Male,30,1,10.0,1,1-2 Year,No,29188.0,124.0,231,0
11411,Male,24,1,28.0,0,< 1 Year,Yes,28726.0,152.0,259,0
11412,Male,52,1,7.0,0,> 2 Years,Yes,2630.0,156.0,133,0
11413,Male,44,1,50.0,0,1-2 Year,No,23416.0,8.0,230,0
11414,Male,37,1,24.0,0,1-2 Year,Yes,21572.0,26.0,174,0
11415,Female,42,1,8.0,0,1-2 Year,Yes,2630.0,156.0,152,1
11416,Female,28,1,3.0,1,< 1 Year,No,34802.0,152.0,50,0
11417,Female,24,1,32.0,1,< 1 Year,No,2630.0,151.0,59,0
11418,Male,24,1,45.0,1,< 1 Year,No,29910.0,152.0,205,0
11419,Male,27,1,46.0,0,< 1 Year,Yes,2630.0,160.0,259,0
11420,Female,28,1,41.0,1,< 1 Year,No,49199.0,152.0,14,0
11421,Female,40,1,28.0,0,1-2 Year,Yes,24735.0,124.0,171,1
11422,Male,21,1,10.0,0,< 1 Year,Yes,28239.0,160.0,193,0
11423,Female,38,1,28.0,0,1-2 Year,Yes,37714.0,124.0,291,0
11424,Male,67,1,28.0,1,1-2 Year,No,50537.0,26.0,211,0
11425,Male,28,1,34.0,0,< 1 Year,Yes,30708.0,151.0,58,0
11426,Female,24,1,28.0,1,< 1 Year,No,33765.0,152.0,129,0
11427,Male,23,1,37.0,0,< 1 Year,No,43295.0,151.0,290,0
11428,Male,21,1,34.0,1,< 1 Year,No,34284.0,160.0,290,0
11429,Male,23,1,14.0,0,< 1 Year,Yes,31667.0,152.0,17,1
11430,Male,51,1,43.0,0,1-2 Year,Yes,2630.0,124.0,289,1
11431,Female,20,1,30.0,0,< 1 Year,Yes,19365.0,160.0,47,0
11432,Male,25,1,41.0,1,< 1 Year,Yes,2630.0,26.0,47,0
11433,Female,37,1,11.0,0,> 2 Years,Yes,24932.0,26.0,273,1
11434,Male,56,1,46.0,0,1-2 Year,Yes,2630.0,157.0,69,1
11435,Male,27,1,50.0,1,< 1 Year,No,27095.0,152.0,204,0
11436,Male,43,1,28.0,0,1-2 Year,Yes,39004.0,26.0,242,0
11437,Female,21,1,29.0,0,< 1 Year,Yes,25910.0,152.0,293,0
11438,Female,28,1,41.0,0,< 1 Year,Yes,22487.0,154.0,139,0
11439,Male,41,1,28.0,0,1-2 Year,Yes,56153.0,124.0,264,0
11440,Male,22,1,29.0,1,< 1 Year,No,38420.0,152.0,144,0
11441,Male,44,1,8.0,1,1-2 Year,No,39817.0,124.0,18,0
11442,Female,42,1,0.0,1,1-2 Year,No,2630.0,122.0,278,0
11443,Male,30,1,6.0,0,< 1 Year,Yes,2630.0,160.0,298,0
11444,Female,80,1,28.0,0,1-2 Year,Yes,45343.0,139.0,270,0
11445,Male,44,1,46.0,0,1-2 Year,Yes,2630.0,156.0,228,0
11446,Female,38,1,28.0,0,1-2 Year,No,39764.0,122.0,16,0
11447,Male,35,1,28.0,1,1-2 Year,Yes,45595.0,152.0,35,0
11448,Male,71,1,41.0,1,1-2 Year,No,26134.0,26.0,244,0
11449,Female,50,1,9.0,0,> 2 Years,Yes,41615.0,26.0,53,0
11450,Male,24,1,34.0,1,< 1 Year,No,33066.0,152.0,77,0
11451,Male,22,1,33.0,1,< 1 Year,No,32381.0,152.0,268,0
11452,Female,37,1,28.0,1,1-2 Year,No,18762.0,152.0,186,0
11453,Male,21,1,4.0,1,< 1 Year,No,30212.0,160.0,291,0
11454,Female,40,1,28.0,0,1-2 Year,Yes,28341.0,154.0,176,1
11455,Female,64,1,30.0,1,1-2 Year,No,45332.0,124.0,177,0
11456,Female,48,1,7.0,1,1-2 Year,No,42428.0,124.0,186,0
11457,Male,22,1,45.0,1,< 1 Year,No,25278.0,152.0,38,0
11458,Male,45,1,46.0,1,1-2 Year,No,29321.0,26.0,251,0
11459,Female,23,1,30.0,1,< 1 Year,No,17428.0,152.0,146,0
11460,Male,21,1,30.0,0,< 1 Year,No,35240.0,160.0,142,0
11461,Male,54,1,8.0,1,1-2 Year,Yes,89575.0,25.0,49,0
11462,Male,66,1,46.0,0,1-2 Year,Yes,38211.0,26.0,118,0
11463,Male,23,1,25.0,1,< 1 Year,No,46834.0,152.0,63,0
11464,Male,50,1,2.0,1,1-2 Year,No,39895.0,124.0,189,0
11465,Female,30,1,0.0,0,1-2 Year,No,2630.0,122.0,22,0
11466,Female,40,1,8.0,0,1-2 Year,Yes,42523.0,3.0,257,1
11467,Male,59,1,20.0,0,1-2 Year,Yes,2630.0,26.0,153,0
11468,Male,42,1,28.0,0,1-2 Year,Yes,32643.0,124.0,34,1
11469,Male,32,1,28.0,0,1-2 Year,Yes,30279.0,154.0,181,1
11470,Female,47,1,19.0,0,1-2 Year,Yes,33995.0,26.0,106,1
11471,Male,71,1,28.0,1,1-2 Year,No,30925.0,124.0,170,0
11472,Male,72,1,46.0,1,1-2 Year,No,31670.0,124.0,241,0
11473,Female,23,1,6.0,1,< 1 Year,No,33868.0,152.0,135,0
11474,Male,40,1,48.0,1,1-2 Year,No,2630.0,124.0,174,0
11475,Male,23,1,13.0,1,< 1 Year,No,23151.0,152.0,285,0
11476,Female,48,1,11.0,1,1-2 Year,No,28208.0,152.0,269,0
11477,Male,59,1,25.0,0,1-2 Year,Yes,38320.0,26.0,118,0
11478,Female,59,1,37.0,1,1-2 Year,No,39257.0,152.0,201,0
11479,Female,33,1,28.0,0,< 1 Year,Yes,32383.0,151.0,194,1
11480,Female,23,1,36.0,1,< 1 Year,No,49207.0,152.0,192,0
11481,Female,57,1,46.0,1,1-2 Year,Yes,22687.0,26.0,261,0
11482,Female,22,1,37.0,1,< 1 Year,No,32279.0,152.0,137,0
11483,Female,21,1,47.0,0,< 1 Year,Yes,38043.0,152.0,131,0
11484,Female,37,1,12.0,0,1-2 Year,Yes,39133.0,124.0,148,0
11485,Female,23,1,8.0,1,< 1 Year,No,39145.0,152.0,241,0
11486,Male,28,1,14.0,1,1-2 Year,No,22428.0,124.0,173,0
11487,Male,52,1,28.0,0,1-2 Year,Yes,33196.0,124.0,10,0
11488,Male,21,1,46.0,1,< 1 Year,No,19893.0,152.0,232,0
11489,Male,24,1,5.0,0,< 1 Year,Yes,26904.0,152.0,251,0
11490,Female,20,1,22.0,0,< 1 Year,Yes,33247.0,160.0,257,0
11491,Male,25,1,29.0,1,< 1 Year,No,24404.0,152.0,58,0
11492,Male,54,1,48.0,0,1-2 Year,Yes,2630.0,15.0,68,0
11493,Female,40,1,24.0,0,1-2 Year,Yes,2630.0,156.0,243,1
11494,Male,38,1,50.0,0,1-2 Year,Yes,34340.0,124.0,95,0
11495,Male,21,1,45.0,1,< 1 Year,Yes,2630.0,160.0,272,0
11496,Female,40,1,29.0,0,> 2 Years,Yes,34960.0,124.0,96,0
11497,Female,33,1,28.0,0,1-2 Year,Yes,23196.0,157.0,96,1
11498,Male,37,1,28.0,0,1-2 Year,Yes,2630.0,124.0,169,0
11499,Male,39,1,20.0,0,1-2 Year,Yes,2630.0,124.0,262,0
11500,Male,45,1,28.0,0,> 2 Years,Yes,32917.0,124.0,136,0
11501,Male,29,1,26.0,1,< 1 Year,No,28383.0,152.0,30,0
11502,Male,56,1,28.0,0,1-2 Year,Yes,53026.0,124.0,36,0
11503,Female,21,1,15.0,1,< 1 Year,No,42324.0,160.0,253,0
11504,Female,27,1,47.0,1,< 1 Year,No,19976.0,152.0,256,0
11505,Female,25,1,13.0,1,< 1 Year,No,33197.0,152.0,203,0
11506,Male,64,1,8.0,0,1-2 Year,Yes,2630.0,26.0,279,0
11507,Female,27,1,11.0,1,< 1 Year,No,28126.0,152.0,81,0
11508,Male,67,1,28.0,0,1-2 Year,Yes,30178.0,26.0,151,0
11509,Male,69,1,8.0,1,1-2 Year,No,57743.0,26.0,181,0
11510,Male,50,1,7.0,1,1-2 Year,No,2630.0,124.0,232,0
11511,Male,50,1,28.0,0,> 2 Years,Yes,53372.0,26.0,109,0
11512,Male,22,1,8.0,1,< 1 Year,No,34037.0,152.0,205,0
11513,Female,26,1,11.0,1,< 1 Year,No,2630.0,152.0,80,0
11514,Male,54,1,46.0,0,1-2 Year,Yes,24802.0,26.0,278,1
11515,Female,22,1,15.0,0,< 1 Year,No,34513.0,152.0,197,0
11516,Female,25,1,41.0,1,< 1 Year,No,34619.0,152.0,272,0
11517,Female,69,1,18.0,0,1-2 Year,Yes,31613.0,26.0,207,0
11518,Male,20,1,46.0,1,< 1 Year,No,31464.0,160.0,183,0
11519,Male,23,1,28.0,0,< 1 Year,Yes,26945.0,152.0,84,0
11520,Male,40,1,18.0,1,1-2 Year,No,25899.0,152.0,299,0
11521,Male,30,1,28.0,1,< 1 Year,No,35464.0,152.0,246,0
11522,Male,43,1,8.0,1,1-2 Year,No,36785.0,124.0,131,0
11523,Male,25,1,10.0,0,< 1 Year,Yes,20470.0,152.0,181,0
11524,Female,68,1,15.0,1,1-2 Year,No,34691.0,124.0,200,0
11525,Male,42,1,41.0,0,1-2 Year,Yes,25694.0,124.0,278,1
11526,Male,55,1,14.0,0,1-2 Year,Yes,15448.0,26.0,161,0
11527,Female,24,1,36.0,1,< 1 Year,No,41384.0,152.0,95,0
11528,Male,20,1,28.0,0,1-2 Year,Yes,2630.0,157.0,150,1
11529,Female,58,1,28.0,0,1-2 Year,Yes,34415.0,124.0,11,0
11530,Male,49,1,29.0,1,1-2 Year,No,35486.0,26.0,66,0
11531,Female,55,1,12.0,1,1-2 Year,No,20336.0,26.0,287,0
11532,Female,25,1,28.0,0,1-2 Year,Yes,2630.0,124.0,269,0
11533,Female,57,1,36.0,0,1-2 Year,Yes,29605.0,26.0,295,0
11534,Female,25,1,8.0,1,< 1 Year,No,24903.0,152.0,109,0
11535,Female,50,1,28.0,0,1-2 Year,Yes,42514.0,26.0,78,0
11536,Female,46,1,28.0,1,1-2 Year,No,50886.0,26.0,189,0
11537,Male,24,1,17.0,1,< 1 Year,No,47042.0,152.0,135,0
11538,Female,20,1,24.0,1,< 1 Year,No,35341.0,160.0,107,0
11539,Male,74,1,8.0,0,1-2 Year,Yes,44790.0,26.0,218,0
11540,Female,32,1,8.0,0,< 1 Year,Yes,31962.0,152.0,225,0
11541,Female,22,1,8.0,0,< 1 Year,Yes,84328.0,152.0,232,0
11542,Male,25,1,40.0,1,< 1 Year,No,2630.0,160.0,82,0
11543,Female,21,1,41.0,1,< 1 Year,No,28473.0,152.0,80,0
11544,Male,42,1,15.0,1,1-2 Year,No,22747.0,124.0,42,0
11545,Male,24,1,47.0,0,< 1 Year,No,18952.0,160.0,183,0
11546,Female,72,1,28.0,0,1-2 Year,Yes,39622.0,26.0,274,0
11547,Male,66,1,46.0,0,1-2 Year,Yes,2630.0,26.0,285,0
11548,Male,55,1,28.0,1,1-2 Year,No,44087.0,124.0,77,0
11549,Male,38,1,46.0,0,1-2 Year,Yes,36400.0,11.0,294,0
11550,Male,51,1,3.0,0,1-2 Year,Yes,23721.0,26.0,121,0
11551,Female,25,1,45.0,0,< 1 Year,Yes,35439.0,152.0,17,0
11552,Female,45,1,28.0,0,1-2 Year,Yes,68780.0,26.0,49,1
11553,Male,23,1,25.0,0,< 1 Year,No,2630.0,152.0,211,0
11554,Female,21,1,26.0,0,< 1 Year,No,2630.0,160.0,210,0
11555,Male,33,1,4.0,0,1-2 Year,Yes,2630.0,156.0,130,0
11556,Female,36,1,30.0,0,1-2 Year,Yes,24547.0,163.0,178,1
11557,Male,58,1,8.0,0,1-2 Year,Yes,46408.0,7.0,16,0
11558,Male,35,1,41.0,0,1-2 Year,Yes,23938.0,155.0,145,1
11559,Male,39,1,28.0,0,> 2 Years,Yes,52912.0,124.0,286,1
11560,Male,61,1,10.0,0,1-2 Year,Yes,28513.0,124.0,42,0
11561,Female,40,1,31.0,0,1-2 Year,Yes,2630.0,26.0,158,0
11562,Female,24,1,37.0,0,< 1 Year,No,2630.0,160.0,23,0
11563,Male,22,1,28.0,1,< 1 Year,Yes,63327.0,152.0,39,0
11564,Female,37,1,8.0,0,1-2 Year,Yes,30026.0,124.0,121,1
11565,Male,24,1,15.0,0,< 1 Year,Yes,25224.0,152.0,229,0
11566,Female,25,1,10.0,1,< 1 Year,No,24180.0,152.0,199,0
11567,Female,34,1,28.0,0,1-2 Year,Yes,2630.0,124.0,34,0
11568,Male,51,1,50.0,1,1-2 Year,No,22215.0,124.0,239,0
11569,Female,25,1,41.0,1,< 1 Year,No,24445.0,152.0,125,0
11570,Female,40,1,28.0,0,1-2 Year,Yes,48342.0,124.0,41,1
11571,Female,22,1,49.0,0,< 1 Year,Yes,32777.0,152.0,241,1
11572,Male,64,1,29.0,1,1-2 Year,Yes,43111.0,124.0,59,0
11573,Male,34,1,41.0,0,1-2 Year,Yes,2630.0,157.0,62,1
11574,Male,29,1,48.0,0,< 1 Year,Yes,2630.0,124.0,262,0
11575,Female,46,1,28.0,0,1-2 Year,Yes,113088.0,26.0,294,1
11576,Female,27,1,9.0,1,< 1 Year,No,31661.0,152.0,259,0
11577,Male,22,1,41.0,1,< 1 Year,No,36725.0,152.0,45,0
11578,Female,22,1,28.0,1,< 1 Year,No,43498.0,152.0,293,0
11579,Female,50,1,28.0,0,1-2 Year,Yes,46737.0,122.0,285,0
11580,Male,49,1,28.0,0,1-2 Year,No,28950.0,124.0,17,0
11581,Male,75,1,28.0,0,1-2 Year,Yes,24724.0,26.0,165,1
11582,Female,45,1,33.0,0,1-2 Year,Yes,23582.0,26.0,171,0
11583,Female,22,1,10.0,1,< 1 Year,No,21636.0,152.0,11,0
11584,Male,49,1,28.0,0,1-2 Year,Yes,44303.0,26.0,149,0
11585,Female,35,1,28.0,1,1-2 Year,No,45179.0,26.0,194,0
11586,Male,37,1,28.0,1,1-2 Year,No,41484.0,152.0,225,0
11587,Female,27,1,41.0,1,< 1 Year,No,19790.0,152.0,243,0
11588,Female,72,1,28.0,0,1-2 Year,Yes,34895.0,26.0,35,1
11589,Male,26,1,36.0,1,< 1 Year,No,32406.0,152.0,242,0
11590,Male,74,1,8.0,0,1-2 Year,Yes,52425.0,124.0,249,0
11591,Male,22,1,11.0,0,< 1 Year,Yes,26109.0,152.0,223,0
11592,Female,51,1,46.0,0,1-2 Year,Yes,37960.0,124.0,25,0
11593,Female,24,1,41.0,1,< 1 Year,Yes,54060.0,152.0,12,0
11594,Male,25,1,28.0,1,< 1 Year,No,41683.0,152.0,249,0
11595,Female,24,1,11.0,1,< 1 Year,No,43995.0,152.0,170,0
11596,Male,70,1,28.0,1,1-2 Year,No,36684.0,26.0,85,0
11597,Female,54,1,41.0,1,1-2 Year,No,38070.0,12.0,75,0
11598,Male,21,1,25.0,0,< 1 Year,Yes,40321.0,152.0,245,0
11599,Female,30,1,47.0,0,< 1 Year,Yes,36445.0,152.0,122,0
11600,Male,53,1,49.0,0,1-2 Year,Yes,35350.0,26.0,47,1
11601,Male,40,1,37.0,0,1-2 Year,Yes,31168.0,26.0,44,0
11602,Female,51,1,28.0,0,1-2 Year,Yes,31404.0,157.0,102,0
11603,Male,40,1,4.0,0,1-2 Year,Yes,25515.0,26.0,213,1
11604,Female,57,1,33.0,1,1-2 Year,No,27803.0,26.0,287,0
11605,Female,25,1,37.0,0,< 1 Year,Yes,34300.0,152.0,190,0
11606,Male,72,1,8.0,1,1-2 Year,No,36208.0,26.0,120,0
11607,Female,57,1,41.0,0,1-2 Year,Yes,26629.0,26.0,66,0
11608,Female,26,1,8.0,0,< 1 Year,Yes,48025.0,152.0,219,0
11609,Male,60,1,24.0,1,1-2 Year,No,23422.0,26.0,217,0
11610,Male,20,1,8.0,0,< 1 Year,Yes,29435.0,160.0,88,0
11611,Female,24,1,47.0,1,< 1 Year,No,24024.0,152.0,122,0
11612,Male,68,1,28.0,1,1-2 Year,No,56314.0,26.0,296,0
11613,Female,21,1,6.0,0,< 1 Year,Yes,33874.0,152.0,242,0
11614,Male,48,1,7.0,1,1-2 Year,No,38449.0,124.0,37,0
11615,Male,44,1,15.0,1,1-2 Year,No,30889.0,14.0,273,0
11616,Female,43,1,50.0,1,1-2 Year,No,30397.0,124.0,41,0
11617,Male,22,1,44.0,0,< 1 Year,No,18680.0,152.0,155,0
11618,Female,25,1,45.0,0,< 1 Year,Yes,38004.0,124.0,99,0
11619,Female,39,1,35.0,1,1-2 Year,No,23623.0,124.0,86,0
11620,Male,37,1,28.0,0,1-2 Year,Yes,43735.0,26.0,237,0
11621,Female,46,1,39.0,1,1-2 Year,No,39811.0,26.0,274,0
11622,Male,32,1,3.0,1,1-2 Year,No,2630.0,157.0,288,0
11623,Female,51,1,8.0,1,1-2 Year,No,2630.0,26.0,131,0
11624,Female,25,1,21.0,1,< 1 Year,Yes,29698.0,152.0,241,0
11625,Male,47,1,28.0,0,1-2 Year,No,40662.0,60.0,298,0
11626,Male,42,1,35.0,0,1-2 Year,Yes,39726.0,26.0,54,0
11627,Female,69,1,28.0,0,1-2 Year,No,47229.0,155.0,229,0
11628,Male,62,1,33.0,0,1-2 Year,Yes,24902.0,26.0,247,0
11629,Male,24,1,36.0,1,< 1 Year,No,44632.0,152.0,103,0
11630,Male,59,1,9.0,0,1-2 Year,Yes,34610.0,26.0,162,0
11631,Male,37,1,19.0,1,1-2 Year,No,39033.0,26.0,15,0
11632,Female,27,1,8.0,0,< 1 Year,Yes,39837.0,124.0,35,1
11633,Female,44,1,28.0,0,1-2 Year,Yes,33822.0,26.0,28,0
11634,Female,21,1,30.0,1,< 1 Year,No,26460.0,160.0,291,0
11635,Male,51,1,8.0,0,1-2 Year,Yes,19948.0,26.0,119,0
11636,Female,42,1,28.0,1,1-2 Year,No,44843.0,124.0,180,0
11637,Female,60,1,18.0,1,1-2 Year,No,34455.0,124.0,151,0
11638,Male,62,1,28.0,0,1-2 Year,Yes,32945.0,157.0,198,0
11639,Female,38,1,39.0,1,1-2 Year,No,30560.0,124.0,215,0
11640,Male,64,1,28.0,0,1-2 Year,Yes,52762.0,124.0,27,0
11641,Male,36,1,50.0,1,1-2 Year,No,34443.0,124.0,261,0
11642,Male,67,1,8.0,0,1-2 Year,Yes,37667.0,26.0,57,0
11643,Female,77,1,24.0,1,1-2 Year,No,35384.0,26.0,124,0
11644,Male,44,1,8.0,0,1-2 Year,Yes,27614.0,124.0,240,0
11645,Male,55,1,8.0,0,1-2 Year,Yes,2630.0,124.0,201,1
11646,Female,41,1,15.0,0,1-2 Year,Yes,42033.0,124.0,232,0
11647,Female,34,1,46.0,0,1-2 Year,Yes,29607.0,124.0,13,1
11648,Female,33,1,47.0,0,1-2 Year,Yes,37696.0,124.0,71,0
11649,Female,51,1,28.0,0,1-2 Year,Yes,47717.0,122.0,22,1
11650,Male,46,1,28.0,0,1-2 Year,Yes,35731.0,26.0,146,1
11651,Female,23,1,4.0,1,< 1 Year,No,22101.0,152.0,214,0
11652,Male,20,1,28.0,0,1-2 Year,Yes,35978.0,26.0,275,0
11653,Female,22,1,6.0,1,< 1 Year,No,32549.0,152.0,237,0
11654,Male,42,1,28.0,0,1-2 Year,Yes,43411.0,124.0,139,1
11655,Female,22,1,26.0,0,< 1 Year,No,22135.0,152.0,206,0
11656,Male,59,1,28.0,1,1-2 Year,No,24947.0,47.0,236,0
11657,Male,26,1,30.0,0,< 1 Year,No,23000.0,152.0,78,0
